,oficialista,opositor
prefiriesen,1,0
prefirió,4,2
preformateado,1,0
pregonar,1,0
pregunta,28,24
preguntaba,15,2
preguntaban,5,0
preguntado,5,0
preguntamos,2,2
preguntan,1,3
preguntando,3,1
preguntar,4,3
preguntara,1,1
preguntarle,9,2
preguntarme,3,0
preguntarnos,1,3
preguntaron,3,1
preguntarse,1,4
preguntarte,1,0
preguntas,13,8
pregunte,1,2
pregunten,1,0
pregunto,12,2
preguntábamos,1,1
preguntándole,1,0
preguntándonos,1,0
preguntándose,2,0
preguntárselo,1,0
pregunté,8,6
preguntó,20,9
pregúntale,2,0
pregúntenle,0,2
prejuicio,5,2
prejuicios,6,0
prejuiciosos,0,1
prejuzgó,0,1
prelados,1,0
prematuros,2,0
premia,1,0
premiado,1,0
premian,1,1
premiar,0,1
premio,5,2
premios,2,2
premonitorio,2,0
premura,0,1
prende,0,1
prenden,0,1
prender,3,1
prendido,1,0
prendidos,1,0
prendían,1,0
prendías,1,0
prensa,28,33
prenuncian,0,1
preocupa,0,7
preocupaba,1,0
preocupación,3,20
preocupada,1,1
preocupado,2,6
preocupados,1,1
preocupan,0,2
preocupante,1,2
preocupar,0,1
preocupara,1,1
preocuparon,0,1
preocuparse,1,1
preocupen,0,1
preocupes,1,0
preocupó,0,2
prepagas,1,0
prepara,1,1
preparaban,3,2
preparación,1,0
preparada,3,0
preparadas,1,1
preparado,7,1
preparados,3,2
preparando,2,2
preparar,0,1
prepararlas,1,0
prepararlos,1,0
prepararse,1,1
preparativos,1,0
prepará,1,0
preparándose,1,0
preparé,2,0
preparó,1,1
prepo,1,2
preponderancia,1,0
preponderante,1,0
prepotee,1,0
prepotencia,0,2
prepotente,0,1
prepoteó,1,0
prepárese,1,0
prerrogativas,0,1
presa,7,12
presagiando,0,1
presbítero,1,0
prescindente,1,0
prescindir,1,1
prescindió,0,1
prescriben,1,1
prescripción,0,1
presen,1,0
presencia,16,8
presenciales,0,1
presenciamos,1,1
presenciar,4,3
presenciara,1,0
presenciaron,1,0
presenció,3,0
presenta,6,7
presentaba,3,2
presentaban,1,1
presentable,1,0
presentaciones,0,4
presentación,6,5
presentada,2,1
presentadas,1,1
presentado,4,5
presentamos,1,0
presentan,2,3
presentando,2,2
presentar,1,12
presentara,2,1
presentaran,1,0
presentarlo,0,2
presentarme,1,0
presentaron,0,5
presentarse,4,5
presentará,1,1
presentarán,0,1
presentaría,0,1
presente,15,20
presenten,1,0
presentes,2,4
presentimiento,2,0
presento,1,2
presentármela,1,0
presentí,1,0
presentó,9,8
preservan,1,0
preservar,1,0
preservó,0,1
presi,2,0
preside,1,1
presidencia,39,22
presidenciables,1,4
presidencial,18,37
presidenciales,7,5
presidencias,0,2
presidenta,109,198
presidente,131,108
presidentes,20,5
presidida,0,1
presidió,3,0
presidía,5,0
presionaban,1,0
presionable,0,1
presionado,0,1
presionados,0,1
presionamos,1,0
presionando,0,1
presionar,0,2
presionarte,1,0
presiones,6,1
presión,12,13
preso,10,5
presos,9,8
presta,1,0
prestaba,1,0
prestado,2,3
prestan,0,1
prestando,1,1
prestar,1,3
prestarle,0,2
prestarles,0,1
prestaron,0,1
prestigia,0,1
prestigiado,0,1
prestigio,2,1
prestigioso,0,1
prestó,1,1
presumen,1,0
presumir,1,0
presumo,0,1
presumía,0,1
presunción,1,0
presunta,1,2
presuntamente,1,2
presuntas,0,1
presunto,1,4
presuntos,0,1
presupuesto,3,4
presupuestos,1,0
pretenda,2,1
pretendan,2,0
pretende,5,7
pretenden,3,4
pretender,1,2
pretenderían,0,1
pretendieron,0,1
pretendió,1,1
pretendía,1,1
pretendían,1,0
pretensiones,2,0
pretensión,0,1
pretexto,1,0
pretérito,1,0
prevaleció,0,1
prevalencia,0,1
prevalezca,1,0
prevalezcan,0,1
prevención,0,2
prevenga,0,1
prevengo,0,1
prevenir,0,4
preventiva,0,1
preventivo,1,0
prever,1,0
preveía,0,1
preveían,0,1
previa,1,0
previamente,0,2
previas,2,2
previendo,1,0
previene,0,1
previenen,0,1
previo,3,2
previos,3,2
previsibilidad,3,3
previsible,3,1
previsibles,2,1
previsionales,4,0
previsión,2,2
prevista,2,0
previstas,2,0
previsto,1,4
previstos,1,0
prevé,0,2
prevén,0,1
preámbulo,1,0
pri,1,0
prima,1,2
primaria,2,1
primarias,2,4
primario,1,5
primarios,1,1
primas,1,1
primavera,26,2
primer,54,44
primera,101,48
primeramente,0,1
primeras,13,8
primero,47,29
primeros,23,10
primo,3,1
primordial,0,1
primos,2,0
princesa,1,2
princeton,0,1
principal,19,18
principales,8,18
principalmente,0,1
principio,21,12
principios,9,10
prioridad,3,1
prioritaria,0,1
prioritariamente,1,0
priorizaban,1,0
priorizados,0,1
prisa,0,1
prisioneros,0,1
prisión,0,1
priva,1,0
privada,18,5
privadas,3,2
privado,17,9
privadoi,1,0
privados,5,7
privan,2,0
privaron,0,1
privarse,2,0
privarán,0,1
privativa,4,0
privatizaciones,2,0
privatización,2,0
privatizadas,0,1
privatizado,1,0
privatizan,0,1
privilegiada,2,0
privilegiado,3,1
privilegio,6,2
privilegios,2,1
pro,30,27
probabilidad,1,0
probable,5,11
probablemente,11,2
probadamente,1,0
probado,1,3
probados,1,0
probando,1,0
probar,3,0
probaron,2,0
probidad,0,1
problema,34,59
problemas,23,35
problemáticas,1,0
probo,2,0
probos,1,0
probá,1,0
probó,0,1
proceda,1,0
procedan,1,0
procedencias,1,0
proceder,0,4
procedieron,1,0
procedimiento,1,3
procedimientos,1,1
procedían,0,1
procer,0,1
procesa,0,1
procesaba,1,0
procesada,0,2
procesado,2,8
procesados,1,1
procesal,2,8
procesales,0,1
procesamiento,2,8
procesando,1,0
procesar,0,2
proceso,24,23
procesos,6,6
procesó,1,1
proclama,2,0
proclamada,0,1
proclamado,0,1
proclaman,1,1
proclamaría,1,0
proclamas,1,0
proclamó,0,1
proclives,1,0
procrear,1,0
procreauto,1,0
procura,0,1
procurador,4,17
procuradora,1,14
procuradores,0,4
procurarnos,1,0
procuraría,1,0
prod,0,1
prodigios,0,1
producciones,3,2
producción,2,15
produce,7,4
producen,4,5
producidas,1,1
producido,2,7
producidos,0,1
produciendo,2,3
producimos,1,2
producir,3,5
producirlas,0,1
producirse,2,0
producirá,0,1
produciría,1,1
productiva,1,1
productivas,0,1
productividad,0,1
productivo,1,2
producto,2,19
productor,2,13
productora,1,0
productoras,2,0
productores,2,9
productos,0,9
producía,1,0
produjera,0,1
produjeron,3,3
produjo,7,14
produzca,2,1
produzcan,1,2
profanaciones,0,1
profanación,1,1
profesan,1,0
profesional,7,8
profesionales,3,4
profesionalismo,0,3
profesionalizado,0,1
profesionalmente,4,0
profesión,1,2
profesor,7,3
profesora,4,0
profesoras,2,0
profesores,5,0
profeta,2,0
profetas,1,0
profetizó,1,0
profunda,8,3
profundamente,9,3
profundas,2,2
profundidad,3,2
profundiza,0,1
profundización,1,1
profundizado,1,0
profundizan,1,0
profundizando,0,1
profundizar,4,4
profundizaran,0,1
profundizarla,0,1
profundizó,0,1
profundo,18,2
profundos,4,1
profusamente,1,1
programa,31,27
programación,0,1
programada,1,0
programas,8,8
programático,0,1
progre,1,4
progresar,2,0
progresaron,0,1
progresismo,3,2
progresista,0,7
progresistas,8,1
progreso,4,3
prohibición,2,3
prohibida,0,2
prohibidas,1,0
prohibido,3,0
prohibidos,1,0
prohibieron,1,0
prohibimos,2,0
prohibir,1,1
prohibirle,1,0
prohibiste,1,0
prohibió,0,2
prohibía,2,0
prohibían,1,0
prohijada,1,0
prohíbe,0,1
prohíben,0,1
prole,2,0
proletariado,9,0
proliferación,1,2
proliferan,0,1
prolija,0,2
prolijo,0,1
prolongaban,1,0
prolongado,0,1
prolongadísimo,0,1
prolongar,0,1
prolongarse,1,0
prolongará,0,1
prolongaría,0,1
prolongarían,1,0
promedio,3,5
promedios,0,1
promesa,2,3
promesas,2,4
promete,1,1
prometen,0,1
prometer,3,2
prometerle,1,0
prometido,5,1
prometiendo,1,0
prometiéndole,1,0
prometió,2,2
prometo,1,0
prometí,1,0
prometía,2,0
prominentes,0,1
promiscua,0,1
promocionándose,1,0
promoción,1,2
promotor,0,1
promoverlo,0,1
promueva,0,1
promuevan,1,0
promueve,0,1
promueven,1,1
promulgadas,1,0
promulgar,0,1
pronazi,1,0
pronosticadores,1,0
pronto,45,9
prontuario,0,1
pronuncia,1,1
pronunciada,0,1
pronunciado,2,1
pronunciamientos,0,1
pronunciar,3,0
pronunciaron,2,0
pronuncien,1,0
pronuncio,0,1
pronuncié,0,1
pronunció,3,1
pronóstico,3,0
propagación,1,0
propaganda,3,6
propensa,1,0
propensión,0,1
propensos,1,0
propia,52,26
propias,18,8
propiciado,1,0
propiciando,1,0
propiciatorio,1,0
propicio,2,0
propiedad,14,6
propiedades,0,3
propietaria,0,1
propietario,0,2
propietarios,2,1
propinaron,0,1
propio,31,38
propios,11,15
propondrán,1,0
propone,3,7
proponemos,1,1
proponer,1,1
proponerse,1,1
proponga,1,1
propongo,0,1
proponiendo,0,3
proponérselo,1,0
proponés,2,0
proponía,4,2
proporciones,0,1
proporción,1,1
propuesta,6,10
propuestas,9,5
propuesto,2,0
propulsión,1,0
propuse,4,0
propusieran,1,0
propusieron,4,0
propuso,3,1
propósito,9,3
propósitos,0,1
prorroga,0,1
prorrogar,0,1
prorroguemos,1,0
prosa,5,1
proscripción,9,1
proscripta,0,1
proscripto,2,0
proscriptos,1,0
proselitista,0,1
prosigue,1,0
prosiguió,1,0
prospectiva,0,1
prospecto,0,2
prospera,0,2
prosperar,0,1
prosperaron,1,0
prospere,0,2
prosperidad,1,1
prosperó,1,1
prostitución,0,1
prostituyeron,0,2
prostituyó,0,1
protagonismo,3,2
protagonismos,1,0
protagonista,12,4
protagonistas,8,3
protagonizaban,0,1
protagonizada,1,1
protagonizado,2,0
protagonizados,1,0
protagonizando,1,0
protagonizaron,1,0
protagonizó,3,1
protagónico,0,1
proteccionista,1,0
protección,11,3
protege,2,3
protegen,0,2
proteger,6,2
protegerla,0,1
protegernos,0,1
protegerse,4,1
protegida,1,1
protegido,0,2
protegidos,3,1
protegiendo,0,1
protegiéndolas,1,0
protegía,1,0
protejan,0,2
protesta,5,0
protestaban,1,0
protestar,1,0
protestarían,1,0
protestas,0,1
proteste,1,0
protocolar,0,1
protocolares,0,1
protocolo,3,2
protogolpe,1,0
prototipo,1,0
provee,0,1
proveedores,1,3
proveen,1,1
proveer,0,1
provendría,0,1
proveniente,3,1
provenientes,3,2
provenir,2,1
provenía,1,0
provenían,2,0
providencia,0,1
proviene,1,0
provienen,4,0
provincia,40,92
provincial,17,6
provinciales,3,5
provincias,12,15
provinieron,1,0
provisión,0,1
provisoria,0,1
provisorias,1,0
provoca,2,2
provocaba,2,0
provocaban,1,0
provocaciones,1,0
provocado,1,1
provocadores,1,0
provocados,1,0
provocamos,1,0
provocan,2,0
provocando,1,0
provocar,2,2
provocaron,2,0
provocaría,1,0
provocarían,1,0
provocó,3,2
provoqué,0,1
proximidad,0,1
proximidades,1,0
proyecciones,1,0
proyección,1,2
proyecta,0,2
proyectan,0,1
proyectando,0,1
proyectar,1,0
proyectarlos,1,0
proyectil,1,0
proyecto,56,30
proyectos,13,9
proyectó,0,1
prudencia,5,1
prudente,1,6
prudentes,0,1
prueba,11,11
pruebas,14,14
pruritos,1,1
práctica,3,10
prácticamente,3,7
prácticas,2,4
prácticos,0,2
préstamo,0,1
príncipe,4,1
prócer,1,0
próceres,2,0
pródigo,1,0
prófugo,0,1
prófugos,0,2
prólogo,5,0
prórroga,2,0
prósperos,4,0
próxima,3,5
próximas,3,5
próximo,6,21
próximos,3,7
pseudoempresarios,0,1
psicoanalista,1,0
psicoanalizó,1,0
psicoanálisis,1,0
psicobolche,1,0
psicodrama,1,0
psicofísico,0,2
psicología,7,1
psicológica,2,0
psicológicas,1,0
psicológico,1,0
psicológicos,1,0
psiquiatra,1,0
psiquiátrico,1,0
psíquica,2,0
pu,1,0
puajjj,1,0
pubertad,2,0
pubis,2,0
publica,2,3
publicaciones,0,1
publicación,2,1
publicada,4,1
publicadas,1,0
publicado,4,4
publicamente,0,1
publican,1,0
publicando,1,0
publicar,3,1
publicara,1,0
publicaran,1,0
publicarlo,1,0
publicaron,2,1
publicarán,1,0
publicarían,1,0
publicas,0,2
publicidad,5,6
publicista,0,1
publicitaria,1,2
publicitarias,1,0
publicitario,1,1
publicitarios,2,0
publico,1,1
publicos,0,1
publicó,14,4
publique,2,0
publiqué,1,2
puchereaba,1,0
puchero,1,0
pude,13,3
pudiera,11,7
pudieran,5,2
pudieron,15,5
pudiese,1,0
pudimos,3,5
pudiste,1,0
pudo,38,17
pudor,2,0
pueblada,1,0
pueblo,75,14
pueblos,21,4
pueda,15,18
puedan,9,9
puedas,1,0
puede,186,177
pueden,46,37
puedo,31,10
puente,8,1
puentes,2,0
pueril,1,0
puerta,42,12
puertas,8,5
puerto,6,11
pues,6,6
puesta,8,9
puestas,1,2
puesto,28,16
puestos,5,6
pugna,4,0
pugnaba,1,0
pugnaban,1,0
pugnarán,1,0
puiggrós,2,2
puja,2,1
pujos,1,0
pulcra,1,0
pulgar,1,2
puliendo,0,1
pulite,0,7
pulseada,1,0
pulseras,1,0
pulsiones,1,0
pulularon,0,1
pulverizada,1,0
pulverizar,0,1
pum,1,2
puma,1,0
pundonor,1,0
punitorios,0,2
punta,14,3
puntas,3,0
punteriles,1,0
punteros,2,5
puntillas,1,0
puntillosa,1,0
puntillosamente,1,0
punto,38,26
puntos,13,19
puntual,2,0
puntuales,4,2
puntualizó,1,1
puntualmente,3,1
pupitres,1,0
pura,8,4
puramente,1,0
pureza,1,1
puricelli,8,0
purificándose,1,0
puro,1,8
puros,1,2
puré,1,0
puse,6,0
pusiera,2,2
pusieran,1,0
pusieron,11,2
pusimos,5,0
pusiste,3,0
puso,37,16
puta,17,2
puteada,1,0
puteando,1,0
putear,3,0
putearon,1,0
puterío,1,0
putrefacta,0,1
puñado,0,1
puñal,3,1
puñalada,1,0
puñetazo,0,1
puño,1,2
py,0,12
pymes,1,1
página,28,12
páginas,14,4
pájaro,1,0
pájaros,1,2
pálida,1,0
pálido,1,0
pánico,2,3
pápá,1,0
párpados,1,0
párrafo,3,2
párrafos,4,0
pátina,1,0
pèro,0,1
pérdida,6,7
pérdidas,4,3
pérez,1,5
pérfido,1,0
pésima,1,1
pétreo,0,1
pó,1,0
pólvora,0,2
pómulo,1,0
pómulos,1,0
póngalo,1,0
púber,1,0
púberes,2,0
pública,26,36
públicamente,14,1
públicas,8,12
público,54,43
públicos,10,21
púrpura,2,0
qua,0,1
quantum,0,1
quasi,0,1
quebrada,0,1
quebrado,1,1
quebrando,0,1
quebranto,0,1
quebrar,2,1
quebró,2,0
queda,26,18
quedaba,13,4
quedaban,6,1
quedado,16,7
quedamos,1,0
quedan,6,5
quedando,2,1
quedar,8,7
quedara,3,1
quedaran,1,4
quedaria,1,0
quedarnos,1,0
quedaron,15,4
quedarse,13,7
quedarte,1,0
quedará,5,5
quedarán,2,1
quedaría,2,1
quedarían,1,0
quedas,1,0
quedate,2,0
quede,3,6
queden,0,1
quedese,1,0
quedo,4,0
quedándose,0,2
quedánose,1,0
quedárselo,1,0
quedás,1,0
quedé,11,0
quedó,38,20
queja,0,2
quejaban,1,0
quejaron,1,0
quejarse,0,1
quejas,0,3
quema,1,3
quemaba,2,0
quemaban,2,0
quemados,1,1
quemamos,0,1
quemando,1,0
quemar,4,3
quemarropa,0,1
quemen,0,1
quemándoles,1,0
quemó,1,1
quepa,1,0
quer,1,0
queramos,0,1
queremos,19,17
querer,15,8
querida,3,1
querido,12,7
queridos,1,0
queriendo,3,0
querrá,0,1
querría,1,1
querríamos,1,0
querrían,0,1
querés,10,2
quería,78,5
queríamos,6,0
querían,16,0
quichua,1,0
quid,0,1
quiebra,6,1
quiebre,1,5
quiera,10,5
quieran,6,2
quieras,1,1
quiere,63,56
quieren,39,19
quiero,45,24
quietante,1,0
quietas,1,0
quieto,2,0
quijada,5,0
quilla,1,0
quilmes,0,5
quilombo,3,1
quince,15,3
quinchos,1,0
quinientas,1,0
quinientos,4,2
quinotos,1,0
quinquenio,1,1
quinta,10,7
quintacolumnistas,0,1
quinto,4,0
quiroga,1,0
quise,5,0
quisiera,6,5
quisieran,1,0
quisieron,10,3
quisimos,1,0
quisiéramos,0,1
quiso,16,6
quita,3,4
quitaban,1,0
quitan,5,0
quitar,0,5
quitara,0,1
quitarle,2,1
quitarles,1,1
quitarme,1,0
quitaron,0,1
quitarse,0,1
quitarte,1,0
quitas,0,1
quite,1,1
quiten,0,1
quito,0,1
quitándole,0,1
quizas,2,0
quizá,21,11
quizás,11,8
quién,51,17
quiénes,5,7
quo,3,2
quorum,2,0
quédese,1,1
química,0,1
químico,0,1
químicos,0,3
quórum,0,2
rabia,8,1
rabietas,1,1
rabino,1,0
rabiosamente,2,0
rabioso,1,0
rabiosos,1,0
rabolini,0,1
racha,1,0
racing,3,0
racional,2,1
racionales,2,1
racionalidad,5,3
racionalizaciones,1,0
racionalizar,0,1
racionalmente,1,0
racista,1,0
racistas,1,0
radial,2,0
radiales,1,0
radiante,1,0
radiantes,2,0
radical,11,4
radicales,19,4
radicalismo,5,7
radicalizados,0,1
radio,38,20
radiodifusión,1,0
radiografías,1,0
radios,4,7
radioteatro,1,0
rafael,7,3
rafaela,1,0
rafecas,0,7
raigambre,1,0
raja,1,0
rajo,1,0
rajoy,1,1
rajó,2,0
ramales,0,2
ramella,1,0
ramo,4,0
ramonet,1,0
ramos,4,1
ramplona,0,2
ramplón,1,0
ramòn,0,1
ramón,0,2
rana,0,5
rancho,0,1
rancia,1,0
randazzismo,0,1
randazzo,5,10
randianas,1,0
ranger,0,1
rango,7,4
rapa,0,1
rapidez,1,3
rapiña,0,1
rara,4,2
raras,4,1
rareza,1,0
rarezas,1,0
raro,11,5
rasgo,3,1
rasgos,6,5
rasguño,1,0
rasos,0,1
rastra,1,0
rastreado,1,0
rastreando,1,0
rastrearse,1,0
rastrera,1,0
rastros,0,1
ratas,2,0
ratificada,0,1
ratificando,0,1
ratificar,0,1
ratificó,0,3
rating,1,4
rato,21,4
ratona,3,0
ratonea,1,0
ratos,1,0
ratzinger,0,8
raul,0,1
ravanelli,0,1
ravino,2,0
rayitas,2,0
raymond,1,0
raymonda,1,0
rayo,1,0
rayos,1,1
raza,1,0
razona,2,0
razonaba,2,0
razonabilidad,0,1
razonable,2,2
razonablemente,1,1
razonables,2,1
razonamiento,1,5
razonamientos,2,0
razonando,0,1
razonarlo,1,0
razones,8,14
razonó,2,0
razón,39,22
raíces,6,0
raíz,3,4
raúl,18,8
rctche,1,0
re,4,3
reabierto,0,2
reabriendo,0,1
reabrir,0,6
reaccionado,1,0
reaccionaria,0,1
reaccionarias,0,1
reaccionario,1,1
reaccionarismo,1,0
reaccionaron,2,0
reaccionaría,1,1
reacciones,3,0
reaccionás,1,0
reaccionó,1,1
reacción,8,10
reacomodamiento,1,0
reactivación,0,2
reactivada,0,1
reactivar,0,1
reactivarse,0,2
reafirmaban,2,0
reafirmación,1,0
reagrupamiento,1,0
reagrupan,1,0
real,12,27
reales,6,7
realice,1,0
realicen,1,0
realidad,53,74
realismo,1,0
realista,1,0
realistas,2,0
realiza,0,2
realizaba,0,1
realización,0,2
realizada,4,4
realizadas,2,0
realizado,1,1
realizados,1,2
realizan,1,1
realizando,0,1
realizar,3,4
realizara,1,0
realizarlo,0,1
realizaron,1,2
realizarse,1,0
realizará,0,2
realizó,7,6
realmente,15,31
reanimarlo,1,0
reanudación,0,1
reaparece,1,0
reaparecen,1,0
reapareció,0,1
reaparezca,1,0
reaparición,0,1
reapartura,0,1
reapertura,0,3
reaperturas,0,1
reaprenderán,1,0
rearmaba,1,0
rearmada,1,0
reaseguro,0,1
rebaja,1,0
rebajara,1,0
rebajen,1,0
rebasan,1,0
rebatiendo,0,1
rebautizar,0,2
rebelaron,0,1
rebelarse,3,1
rebelde,5,1
rebeldes,3,0
rebeldía,1,3
rebeliones,1,0
rebelión,1,2
rebien,1,0
rebotaban,1,0
rebote,0,1
rebusca,0,1
rebuscado,0,1
recaer,1,1
recaerá,0,2
recaería,0,1
recaiga,0,1
recalcitrantes,1,0
recalcó,2,0
recalde,11,7
recaló,1,0
recambio,1,0
recapacitar,1,0
recargar,1,0
recargó,1,0
recaudaba,0,1
recaudación,1,1
recaudando,0,1
recaude,1,0
recaudos,0,1
recaudó,0,1
recayó,1,0
recaídas,1,0
recelar,1,0
recelo,1,0
recelos,2,0
recepción,1,0
receptores,1,0
recesión,2,9
receso,0,1
receta,2,1
recetas,2,4
rechacen,1,1
rechaza,2,0
rechazan,3,0
rechazar,1,0
rechazaron,0,2
rechazo,16,7
rechazos,1,1
rechazó,2,3
reciba,2,1
reciban,0,1
recibe,4,3
reciben,4,4
recibida,1,1
recibido,8,3
recibidor,1,0
recibidos,1,1
recibiendo,3,1
recibieron,4,7
recibimiento,1,0
recibimos,2,0
recibio,2,0
recibir,8,7
recibirlos,1,0
recibirme,1,0
recibirse,3,0
recibirá,0,1
recibiéndose,1,0
recibió,13,8
recibo,3,1
recibí,1,0
recibía,3,0
recibían,3,1
recicla,0,1
reciclaje,1,0
reciente,11,3
recientemente,1,1
recientes,4,3
recinto,9,1
recitación,0,1
recitadora,0,1
recitar,1,0
recién,24,16
reclama,3,3
reclamaba,1,0
reclamaban,1,0
reclamamos,1,0
reclaman,1,3
reclamando,1,0
reclamar,0,1
reclamarle,1,0
reclamarles,1,0
reclame,1,2
reclamo,0,4
reclamos,4,3
reclamó,4,2
recluta,2,0
recobra,1,0
recobrarla,1,0
recobraría,0,1
recobrarían,1,0
recoge,2,1
recogen,0,1
recoger,3,0
recogido,1,0
recogieron,0,1
recogió,0,1
recolección,0,1
recoleta,0,1
recomendaba,2,0
recomendable,1,0
recomendación,1,0
recomendadas,1,0
recomendando,2,0
recomendar,2,1
recomendó,2,0
recomienda,1,0
recomiendan,0,1
recompone,1,0
reconciliación,0,1
reconciliados,1,0
reconfortada,1,0
reconoce,5,2
reconocen,3,5
reconocer,5,4
reconocerlos,0,1
reconocida,0,3
reconocido,3,1
reconocidos,2,1
reconocieron,2,1
reconocimiento,5,3
reconocio,1,0
reconociéndole,1,0
reconociéndose,1,0
reconoció,11,4
reconocí,1,0
reconocían,1,0
reconodo,0,1
reconozca,2,0
reconozco,2,0
reconquistada,0,1
reconquistarla,1,0
reconstituyó,0,1
reconstrucción,5,1
reconstruido,1,0
reconstruir,7,4
reconstruirse,0,1
reconstruye,3,0
reconstruyendo,3,0
reconstruyó,1,0
reconstruí,1,0
recontras,1,0
reconvención,2,0
reconvertido,1,0
reconvertirla,1,0
record,0,2
recordaba,8,2
recordamos,1,1
recordando,1,1
recordar,13,14
recordaremos,2,0
recordaria,1,0
recordarla,1,0
recordarle,1,1
recordaron,2,0
recordarse,1,0
recordará,1,0
recordemos,2,10
records,0,1
recordá,1,0
recordábamos,0,1
recordándole,0,1
recordársele,1,0
recordás,1,2
recordó,13,3
recorren,1,0
recorrer,2,2
recorrida,6,0
recorridas,1,0
recorrido,5,2
recorriendo,2,1
recorrieron,2,0
recorrimos,1,0
recorriste,3,0
recorrió,1,0
recorrí,2,0
recorría,2,0
recorrían,4,0
recorta,1,1
recortaba,2,0
recortadas,1,0
recortado,1,0
recortaran,1,0
recorte,1,0
recortes,3,0
recostaba,1,0
recova,1,0
recreaciones,1,0
recrean,1,0
recreo,2,0
recriminar,1,0
recrudeció,1,0
recta,1,0
recto,1,0
rectora,2,0
rectores,2,0
recubierto,1,0
recuerda,37,6
recuerdan,6,1
recuerde,2,3
recuerdo,31,3
recuerdos,14,4
recular,0,1
recupera,1,1
recuperación,7,3
recuperada,1,1
recuperado,1,0
recuperamos,1,1
recuperando,2,1
recuperar,12,9
recupere,0,1
recuperé,1,0
recuperó,4,2
recurren,1,1
recurrentemente,1,0
recurrentes,1,0
recurrido,1,0
recurrieron,0,1
recurrir,2,0
recurrió,0,2
recurría,1,0
recurso,4,6
recursos,14,14
recusación,0,5
recusar,0,2
recómico,1,0
red,6,6
redacciones,3,0
redacción,1,3
redactado,0,2
redactarlo,1,0
redactores,1,0
redactó,0,1
redes,12,5
redibujado,1,0
redimir,0,1
redistribuyan,1,0
redistribuyó,0,1
redituable,0,1
redobla,0,1
redoblado,0,1
redoblando,1,0
redoblar,0,1
redonda,2,0
redondea,1,0
redondeando,0,1
redondos,1,0
redrado,0,1
redrados,1,0
reducción,1,6
reduce,5,1
reducida,1,3
reducido,2,0
reduciendo,0,1
reducir,5,5
reducirán,1,0
reducto,0,1
reducía,1,0
redujo,1,2
redundaba,1,0
reeditar,1,0
reelección,8,7
reelecto,0,1
reelegido,1,0
reelegir,0,1
reelijan,2,0
reemplaza,0,1
reemplazaba,1,0
reemplazado,1,0
reemplazan,1,0
reemplazante,0,3
reemplazar,2,1
reemplazara,1,0
reemplazaron,2,1
reemplazó,2,1
reencarnación,0,1
reencausarla,0,1
reencauza,1,0
reencontraron,1,0
reencontró,1,0
reencuadrar,1,0
reencuentro,5,0
reencuentros,1,0
reendeudamiento,1,0
reescribir,1,0
reestatización,2,0
reestructuación,1,0
reestructuraciones,0,1
reestructuración,3,3
reestrucutración,1,0
referencia,8,9
referencias,1,0
referenció,0,1
referente,4,0
referentes,5,3
referida,1,1
referidas,1,0
referido,2,0
referidos,1,0
referimos,1,0
referirme,1,0
referirse,4,0
refería,3,2
referíamos,0,1
referían,0,1
referís,0,1
refiera,0,1
refiere,10,3
refieren,2,0
refiero,3,13
refiriendo,2,0
refiriéndose,1,0
refirió,6,0
refleja,1,3
reflejada,1,1
reflejado,0,1
refleje,3,0
reflejo,4,0
reflejos,1,0
reflexiona,0,3
reflexionaba,1,0
reflexionar,2,0
reflexionó,1,1
reflexión,4,3
reflota,1,0
reforma,11,8
reformada,0,1
reformadas,0,1
reformar,0,4
reformas,1,1
reformular,0,1
reforzaba,1,0
reforzar,1,0
reforzó,0,1
refrendado,0,1
refrendados,0,1
refriega,1,0
refriegas,0,1
refrito,1,0
refuerzo,1,0
refugia,2,0
refugiado,1,0
refugiados,1,0
refugiarse,1,1
refugio,2,1
refundador,0,1
refunfuñó,1,0
refutación,1,0
refutar,1,0
rega,11,1
regala,1,0
regalado,3,0
regalar,1,0
regalara,1,0
regalen,0,1
regalo,10,1
regalos,2,0
regalárselas,1,0
regaló,4,0
regaron,2,0
regañadientes,1,1
regenera,0,1
regenerado,0,1
regenerar,0,1
regente,0,1
regidas,1,0
regimen,1,0
regimiento,5,0
regional,3,0
regionales,3,2
regiones,1,1
regirse,0,1
regirá,1,0
regis,1,0
registra,1,4
registrada,0,2
registrado,0,4
registrar,1,0
registraron,0,2
registre,0,1
registren,0,1
registro,2,4
registros,0,3
registró,0,1
región,21,2
regla,2,10
reglamentada,0,1
reglamento,0,1
reglamentos,0,1
reglas,5,10
regocijadas,1,0
regresa,0,1
regresaba,0,1
regresar,1,2
regresará,0,1
regrese,2,1
regresiva,0,1
regreso,10,2
regresó,0,1
regulación,1,2
regulada,0,1
reguladores,1,0
regular,0,1
regularmente,1,0
reguntarse,1,0
regurgitar,1,0
regía,1,0
regímenes,1,0
rehabilitada,1,0
rehen,1,0
rehenes,2,0
rehusarse,1,0
rehuían,1,0
rehén,1,1
reidores,1,0
reina,3,7
reinaba,1,1
reinado,0,1
reinan,1,0
reinante,1,1
reinar,1,0
reincidencia,0,3
reincorporaron,0,1
reino,0,2
reinstalarlos,1,0
reinstaló,1,0
reintegros,0,1
reintentaría,1,0
reintepretación,0,1
reintroducida,1,0
reinventa,1,0
reinversión,0,1
reinvindican,0,1
reinvindicaría,0,1
reinwic,1,0
reinwick,6,0
reinwiick,1,0
reitera,0,1
